	TreeNum	Phytochemical	Count	Disease Header	Association
2626	C04.557.465.625	D005707	1	Neuroectodermal Tumors	Positive
2627	C04.557.465.625	D019833	1	Neuroectodermal Tumors	Positive
2628	C04.557.465.625	C051414	1	Neuroectodermal Tumors	Positive
2629	C04.557.465.625	C056493	1	Neuroectodermal Tumors	Positive
2630	C04.557.465.625	D008353	1	Neuroectodermal Tumors	Positive
2631	C04.557.465.625	D008715	1	Neuroectodermal Tumors	Positive
2632	C04.557.465.625	C040015	1	Neuroectodermal Tumors	Positive
2633	C04.557.465.625	D009665	1	Neuroectodermal Tumors	Positive
2635	C04.557.465.625	D012431	1	Neuroectodermal Tumors	Positive
5291	C04.557.465.625.600	D011794	2	Neoplasms, Neuroepithelial	Positive
5279	C04.557.465.625.600	D047310	1	Neoplasms, Neuroepithelial	Positive
5280	C04.557.465.625.600	C006680	1	Neoplasms, Neuroepithelial	Positive
5281	C04.557.465.625.600	D019207	1	Neoplasms, Neuroepithelial	Positive
5282	C04.557.465.625.600	C004541	1	Neoplasms, Neuroepithelial	Positive
5283	C04.557.465.625.600	D003474	1	Neoplasms, Neuroepithelial	Positive
5284	C04.557.465.625.600	C042577	1	Neoplasms, Neuroepithelial	Positive
5285	C04.557.465.625.600	D019833	1	Neoplasms, Neuroepithelial	Positive
5286	C04.557.465.625.600	C051414	1	Neoplasms, Neuroepithelial	Positive
5287	C04.557.465.625.600	D008353	1	Neoplasms, Neuroepithelial	Positive
5288	C04.557.465.625.600	D008715	1	Neoplasms, Neuroepithelial	Positive
5289	C04.557.465.625.600	C040015	1	Neoplasms, Neuroepithelial	Positive
5290	C04.557.465.625.600	D009665	1	Neoplasms, Neuroepithelial	Positive
5304	C04.557.465.625.600.380	D011794	2	Glioma	Positive
5292	C04.557.465.625.600.380	D047310	1	Glioma	Positive
5293	C04.557.465.625.600.380	C006680	1	Glioma	Positive
5294	C04.557.465.625.600.380	D019207	1	Glioma	Positive
5295	C04.557.465.625.600.380	C004541	1	Glioma	Positive
5296	C04.557.465.625.600.380	D003474	1	Glioma	Positive
5297	C04.557.465.625.600.380	C042577	1	Glioma	Positive
5298	C04.557.465.625.600.380	D019833	1	Glioma	Positive
5299	C04.557.465.625.600.380	C051414	1	Glioma	Positive
5300	C04.557.465.625.600.380	D008353	1	Glioma	Positive
5301	C04.557.465.625.600.380	D008715	1	Glioma	Positive
5302	C04.557.465.625.600.380	C040015	1	Glioma	Positive
5303	C04.557.465.625.600.380	D009665	1	Glioma	Positive
5746	C04.557.465.625.600.380.080	C006680	1	Astrocytoma	Positive
5747	C04.557.465.625.600.380.080	C004541	1	Astrocytoma	Positive
5748	C04.557.465.625.600.380.080	D003474	1	Astrocytoma	Positive
5749	C04.557.465.625.600.380.080	C042577	1	Astrocytoma	Positive
5750	C04.557.465.625.600.380.080	D019833	1	Astrocytoma	Positive
5751	C04.557.465.625.600.380.080	C040015	1	Astrocytoma	Positive
5752	C04.557.465.625.600.380.080	D011794	1	Astrocytoma	Positive
5753	C04.557.465.625.600.380.080.335	C006680	1	Glioblastoma	Positive
5754	C04.557.465.625.600.380.080.335	C004541	1	Glioblastoma	Positive
5755	C04.557.465.625.600.380.080.335	D003474	1	Glioblastoma	Positive
5756	C04.557.465.625.600.380.080.335	C042577	1	Glioblastoma	Positive
5757	C04.557.465.625.600.380.080.335	D019833	1	Glioblastoma	Positive
5758	C04.557.465.625.600.380.080.335	C040015	1	Glioblastoma	Positive
5759	C04.557.465.625.600.380.080.335	D011794	1	Glioblastoma	Positive
2636	C04.557.465.625.650	C032171	1	Neuroendocrine Tumors	Positive
2637	C04.557.465.625.650	D047310	1	Neuroendocrine Tumors	Positive
2638	C04.557.465.625.650	C002070	1	Neuroendocrine Tumors	Positive
2639	C04.557.465.625.650	C040048	1	Neuroendocrine Tumors	Positive
2640	C04.557.465.625.650	D002726	1	Neuroendocrine Tumors	Positive
2641	C04.557.465.625.650	C029010	1	Neuroendocrine Tumors	Positive
2642	C04.557.465.625.650	C012843	1	Neuroendocrine Tumors	Positive
2643	C04.557.465.625.650	D003474	1	Neuroendocrine Tumors	Positive
2644	C04.557.465.625.650	C042577	1	Neuroendocrine Tumors	Positive
2645	C04.557.465.625.650	C045651	1	Neuroendocrine Tumors	Positive
2646	C04.557.465.625.650	D005054	1	Neuroendocrine Tumors	Positive
2647	C04.557.465.625.650	C004999	1	Neuroendocrine Tumors	Positive
2648	C04.557.465.625.650	D005707	1	Neuroendocrine Tumors	Positive
2649	C04.557.465.625.650	C056493	1	Neuroendocrine Tumors	Positive
2650	C04.557.465.625.650	D012431	1	Neuroendocrine Tumors	Positive
2651	C04.557.465.625.650.510	C032171	1	Melanoma	Positive
2652	C04.557.465.625.650.510	D047310	1	Melanoma	Positive
2653	C04.557.465.625.650.510	C002070	1	Melanoma	Positive
2654	C04.557.465.625.650.510	C040048	1	Melanoma	Positive
2655	C04.557.465.625.650.510	D002726	1	Melanoma	Positive
2656	C04.557.465.625.650.510	C029010	1	Melanoma	Positive
2657	C04.557.465.625.650.510	C012843	1	Melanoma	Positive
2658	C04.557.465.625.650.510	D003474	1	Melanoma	Positive
2659	C04.557.465.625.650.510	C042577	1	Melanoma	Positive
2660	C04.557.465.625.650.510	C045651	1	Melanoma	Positive
2661	C04.557.465.625.650.510	D005054	1	Melanoma	Positive
2662	C04.557.465.625.650.510	C004999	1	Melanoma	Positive
2663	C04.557.465.625.650.510	D005707	1	Melanoma	Positive
2664	C04.557.465.625.650.510	C056493	1	Melanoma	Positive
2665	C04.557.465.625.650.510	D012431	1	Melanoma	Positive
7789	C04.557.465.625.650.510.385	C056493	1	Hutchinson's Melanotic Freckle	Positive
7268	C04.557.465.625.650.510.525	C042577	1	Melanoma, Experimental	Positive
7269	C04.557.465.625.650.510.525	D005707	1	Melanoma, Experimental	Positive
8318	C04.557.465.910	D011794	1	Teratoma	Positive
1038	C04.557.470	D003474	11	Neoplasms, Glandular and Epithelial	Positive
1056	C04.557.470	D011794	8	Neoplasms, Glandular and Epithelial	Positive
1048	C04.557.470	C056493	6	Neoplasms, Glandular and Epithelial	Positive
1043	C04.557.470	C045651	4	Neoplasms, Glandular and Epithelial	Positive
1041	C04.557.470	C042577	3	Neoplasms, Glandular and Epithelial	Positive
1045	C04.557.470	D019833	3	Neoplasms, Glandular and Epithelial	Positive
1062	C04.557.470	C005466	3	Neoplasms, Glandular and Epithelial	Positive
1032	C04.557.470	D047310	2	Neoplasms, Glandular and Epithelial	Positive
1034	C04.557.470	D019207	2	Neoplasms, Glandular and Epithelial	Positive
1044	C04.557.470	C037032	2	Neoplasms, Glandular and Epithelial	Positive
1052	C04.557.470	D008715	2	Neoplasms, Glandular and Epithelial	Positive
1058	C04.557.470	C018381	2	Neoplasms, Glandular and Epithelial	Positive
1060	C04.557.470	C003466	2	Neoplasms, Glandular and Epithelial	Positive
1061	C04.557.470	D024505	2	Neoplasms, Glandular and Epithelial	Positive
1030	C04.557.470	C047948	1	Neoplasms, Glandular and Epithelial	Positive
1031	C04.557.470	C006578	1	Neoplasms, Glandular and Epithelial	Positive
1033	C04.557.470	C006680	1	Neoplasms, Glandular and Epithelial	Positive
1035	C04.557.470	C004541	1	Neoplasms, Glandular and Epithelial	Positive
1036	C04.557.470	C012843	1	Neoplasms, Glandular and Epithelial	Positive
1037	C04.557.470	C113861	1	Neoplasms, Glandular and Epithelial	Positive
1039	C04.557.470	C004742	1	Neoplasms, Glandular and Epithelial	Positive
1040	C04.557.470	C028009	1	Neoplasms, Glandular and Epithelial	Positive
1042	C04.557.470	D004145	1	Neoplasms, Glandular and Epithelial	Positive
1046	C04.557.470	C013015	1	Neoplasms, Glandular and Epithelial	Positive
1047	C04.557.470	C051414	1	Neoplasms, Glandular and Epithelial	Positive
1049	C04.557.470	C040920	1	Neoplasms, Glandular and Epithelial	Positive
1050	C04.557.470	C010480	1	Neoplasms, Glandular and Epithelial	Positive
1051	C04.557.470	D008353	1	Neoplasms, Glandular and Epithelial	Positive
1053	C04.557.470	C040015	1	Neoplasms, Glandular and Epithelial	Positive
1054	C04.557.470	D009665	1	Neoplasms, Glandular and Epithelial	Positive
1055	C04.557.470	D009828	1	Neoplasms, Glandular and Epithelial	Positive
1057	C04.557.470	D012431	1	Neoplasms, Glandular and Epithelial	Positive
1059	C04.557.470	C005705	1	Neoplasms, Glandular and Epithelial	Positive
6766	C04.557.470.035	D003474	3	Adenoma	Positive
6767	C04.557.470.035	C045651	1	Adenoma	Positive
6768	C04.557.470.035	C040920	1	Adenoma	Positive
6769	C04.557.470.035	D011794	1	Adenoma	Positive
6770	C04.557.470.035	D024505	1	Adenoma	Positive
6871	C04.557.470.035.215	D003474	1	Adenomatous Polyps	Positive
6872	C04.557.470.035.215	D011794	1	Adenomatous Polyps	Positive
6873	C04.557.470.035.215.100	D003474	1	Adenomatous Polyposis Coli	Positive
6874	C04.557.470.035.215.100	D011794	1	Adenomatous Polyposis Coli	Positive
6983	C04.557.470.035.510	D003474	1	Mesothelioma	Positive
6984	C04.557.470.035.510	D024505	1	Mesothelioma	Positive
1068	C04.557.470.200	D003474	4	Carcinoma	Positive
1077	C04.557.470.200	C056493	3	Carcinoma	Positive
1080	C04.557.470.200	D011794	3	Carcinoma	Positive
1073	C04.557.470.200	C045651	2	Carcinoma	Positive
1075	C04.557.470.200	D019833	2	Carcinoma	Positive
1084	C04.557.470.200	C003466	2	Carcinoma	Positive
1085	C04.557.470.200	C005466	2	Carcinoma	Positive
1063	C04.557.470.200	C047948	1	Carcinoma	Positive
1064	C04.557.470.200	C006578	1	Carcinoma	Positive
1065	C04.557.470.200	D047310	1	Carcinoma	Positive
1066	C04.557.470.200	D019207	1	Carcinoma	Positive
1067	C04.557.470.200	C012843	1	Carcinoma	Positive
1069	C04.557.470.200	C004742	1	Carcinoma	Positive
1070	C04.557.470.200	C028009	1	Carcinoma	Positive
1071	C04.557.470.200	C042577	1	Carcinoma	Positive
1072	C04.557.470.200	D004145	1	Carcinoma	Positive
1074	C04.557.470.200	C037032	1	Carcinoma	Positive
1076	C04.557.470.200	C013015	1	Carcinoma	Positive
1078	C04.557.470.200	C010480	1	Carcinoma	Positive
1079	C04.557.470.200	D008715	1	Carcinoma	Positive
1081	C04.557.470.200	D012431	1	Carcinoma	Positive
1082	C04.557.470.200	C018381	1	Carcinoma	Positive
1083	C04.557.470.200	C005705	1	Carcinoma	Positive
6136	C04.557.470.200.025	D003474	2	Adenocarcinoma	Positive
6141	C04.557.470.200.025	D019833	2	Adenocarcinoma	Positive
6145	C04.557.470.200.025	D011794	2	Adenocarcinoma	Positive
6134	C04.557.470.200.025	D019207	1	Adenocarcinoma	Positive
6135	C04.557.470.200.025	C012843	1	Adenocarcinoma	Positive
6137	C04.557.470.200.025	C004742	1	Adenocarcinoma	Positive
6138	C04.557.470.200.025	C028009	1	Adenocarcinoma	Positive
6139	C04.557.470.200.025	D004145	1	Adenocarcinoma	Positive
6140	C04.557.470.200.025	C045651	1	Adenocarcinoma	Positive
6142	C04.557.470.200.025	C013015	1	Adenocarcinoma	Positive
6143	C04.557.470.200.025	C010480	1	Adenocarcinoma	Positive
6144	C04.557.470.200.025	D008715	1	Adenocarcinoma	Positive
6146	C04.557.470.200.025	C005705	1	Adenocarcinoma	Positive
6147	C04.557.470.200.025	C003466	1	Adenocarcinoma	Positive
6148	C04.557.470.200.025	C005466	1	Adenocarcinoma	Positive
6806	C04.557.470.200.025.232	D003474	1	Carcinoma, Ductal	Positive
6807	C04.557.470.200.025.232	D011794	1	Carcinoma, Ductal	Positive
6808	C04.557.470.200.025.232.500	D003474	1	Carcinoma, Ductal, Breast	Positive
8326	C04.557.470.200.025.232.750	D011794	1	Carcinoma, Pancreatic Ductal	Positive
6149	C04.557.470.200.025.255	D019207	1	Carcinoma, Hepatocellular	Positive
6150	C04.557.470.200.025.255	C012843	1	Carcinoma, Hepatocellular	Positive
6151	C04.557.470.200.025.255	D003474	1	Carcinoma, Hepatocellular	Positive
6152	C04.557.470.200.025.255	D004145	1	Carcinoma, Hepatocellular	Positive
6153	C04.557.470.200.025.255	C045651	1	Carcinoma, Hepatocellular	Positive
6154	C04.557.470.200.025.255	D019833	1	Carcinoma, Hepatocellular	Positive
6155	C04.557.470.200.025.255	C010480	1	Carcinoma, Hepatocellular	Positive
6156	C04.557.470.200.025.255	D008715	1	Carcinoma, Hepatocellular	Positive
6157	C04.557.470.200.025.255	D011794	1	Carcinoma, Hepatocellular	Positive
6158	C04.557.470.200.025.255	C003466	1	Carcinoma, Hepatocellular	Positive
6159	C04.557.470.200.025.255	C005466	1	Carcinoma, Hepatocellular	Positive
7771	C04.557.470.200.165	C056493	1	Carcinoma, Basal Cell	Positive
1086	C04.557.470.200.200	C047948	1	Carcinoma, Ehrlich Tumor	Positive
1087	C04.557.470.200.200	C006578	1	Carcinoma, Ehrlich Tumor	Positive
1088	C04.557.470.200.200	D047310	1	Carcinoma, Ehrlich Tumor	Positive
1089	C04.557.470.200.200	D012431	1	Carcinoma, Ehrlich Tumor	Positive
1090	C04.557.470.200.200	C003466	1	Carcinoma, Ehrlich Tumor	Positive
1091	C04.557.470.200.200	C005466	1	Carcinoma, Ehrlich Tumor	Positive
6749	C04.557.470.200.400	C056493	2	Carcinoma, Squamous Cell	Positive
6745	C04.557.470.200.400	D003474	1	Carcinoma, Squamous Cell	Positive
6746	C04.557.470.200.400	C042577	1	Carcinoma, Squamous Cell	Positive
6747	C04.557.470.200.400	C045651	1	Carcinoma, Squamous Cell	Positive
6748	C04.557.470.200.400	C037032	1	Carcinoma, Squamous Cell	Positive
6750	C04.557.470.200.400	D011794	1	Carcinoma, Squamous Cell	Positive
6751	C04.557.470.200.400	C018381	1	Carcinoma, Squamous Cell	Positive
7780	C04.557.470.200.400.130	C056493	1	Bowen's Disease	Positive
7784	C04.557.470.565	C056493	1	Neoplasms, Basal Cell	Positive
7785	C04.557.470.565.165	C056493	1	Carcinoma, Basal Cell	Positive
6837	C04.557.470.615	D003474	1	Neoplasms, Ductal, Lobular, and Medullary	Positive
6838	C04.557.470.615	D011794	1	Neoplasms, Ductal, Lobular, and Medullary	Positive
6839	C04.557.470.615.132	D003474	1	Carcinoma, Ductal	Positive
6840	C04.557.470.615.132	D011794	1	Carcinoma, Ductal	Positive
6841	C04.557.470.615.132.500	D003474	1	Carcinoma, Ductal, Breast	Positive
8361	C04.557.470.615.132.750	D011794	1	Carcinoma, Pancreatic Ductal	Positive
6788	C04.557.470.660	D003474	1	Neoplasms, Mesothelial	Positive
6789	C04.557.470.660	D024505	1	Neoplasms, Mesothelial	Positive
6790	C04.557.470.660.510	D003474	1	Mesothelioma	Positive
6791	C04.557.470.660.510	D024505	1	Mesothelioma	Positive
5235	C04.557.470.670	D011794	2	Neoplasms, Neuroepithelial	Positive
5223	C04.557.470.670	D047310	1	Neoplasms, Neuroepithelial	Positive
5224	C04.557.470.670	C006680	1	Neoplasms, Neuroepithelial	Positive
5225	C04.557.470.670	D019207	1	Neoplasms, Neuroepithelial	Positive
5226	C04.557.470.670	C004541	1	Neoplasms, Neuroepithelial	Positive
5227	C04.557.470.670	D003474	1	Neoplasms, Neuroepithelial	Positive
5228	C04.557.470.670	C042577	1	Neoplasms, Neuroepithelial	Positive
5229	C04.557.470.670	D019833	1	Neoplasms, Neuroepithelial	Positive
5230	C04.557.470.670	C051414	1	Neoplasms, Neuroepithelial	Positive
5231	C04.557.470.670	D008353	1	Neoplasms, Neuroepithelial	Positive
5232	C04.557.470.670	D008715	1	Neoplasms, Neuroepithelial	Positive
5233	C04.557.470.670	C040015	1	Neoplasms, Neuroepithelial	Positive
5234	C04.557.470.670	D009665	1	Neoplasms, Neuroepithelial	Positive
5248	C04.557.470.670.380	D011794	2	Glioma	Positive
5236	C04.557.470.670.380	D047310	1	Glioma	Positive
5237	C04.557.470.670.380	C006680	1	Glioma	Positive
5238	C04.557.470.670.380	D019207	1	Glioma	Positive
5239	C04.557.470.670.380	C004541	1	Glioma	Positive
5240	C04.557.470.670.380	D003474	1	Glioma	Positive
5241	C04.557.470.670.380	C042577	1	Glioma	Positive
5242	C04.557.470.670.380	D019833	1	Glioma	Positive
5243	C04.557.470.670.380	C051414	1	Glioma	Positive
5244	C04.557.470.670.380	D008353	1	Glioma	Positive
5245	C04.557.470.670.380	D008715	1	Glioma	Positive
5246	C04.557.470.670.380	C040015	1	Glioma	Positive
5247	C04.557.470.670.380	D009665	1	Glioma	Positive
5760	C04.557.470.670.380.080	C006680	1	Astrocytoma	Positive
5761	C04.557.470.670.380.080	C004541	1	Astrocytoma	Positive
5762	C04.557.470.670.380.080	D003474	1	Astrocytoma	Positive
5763	C04.557.470.670.380.080	C042577	1	Astrocytoma	Positive
5764	C04.557.470.670.380.080	D019833	1	Astrocytoma	Positive
5765	C04.557.470.670.380.080	C040015	1	Astrocytoma	Positive
5766	C04.557.470.670.380.080	D011794	1	Astrocytoma	Positive
5767	C04.557.470.670.380.080.335	C006680	1	Glioblastoma	Positive
5768	C04.557.470.670.380.080.335	C004541	1	Glioblastoma	Positive
5769	C04.557.470.670.380.080.335	D003474	1	Glioblastoma	Positive
5770	C04.557.470.670.380.080.335	C042577	1	Glioblastoma	Positive
5771	C04.557.470.670.380.080.335	D019833	1	Glioblastoma	Positive
5772	C04.557.470.670.380.080.335	C040015	1	Glioblastoma	Positive
5773	C04.557.470.670.380.080.335	D011794	1	Glioblastoma	Positive
6707	C04.557.470.700	C056493	2	Neoplasms, Squamous Cell	Positive
6702	C04.557.470.700	C113861	1	Neoplasms, Squamous Cell	Positive
6703	C04.557.470.700	D003474	1	Neoplasms, Squamous Cell	Positive
6704	C04.557.470.700	C042577	1	Neoplasms, Squamous Cell	Positive
6705	C04.557.470.700	C045651	1	Neoplasms, Squamous Cell	Positive
6706	C04.557.470.700	C037032	1	Neoplasms, Squamous Cell	Positive
6708	C04.557.470.700	D009828	1	Neoplasms, Squamous Cell	Positive
6709	C04.557.470.700	D011794	1	Neoplasms, Squamous Cell	Positive
6710	C04.557.470.700	C018381	1	Neoplasms, Squamous Cell	Positive
6711	C04.557.470.700	C005466	1	Neoplasms, Squamous Cell	Positive
7148	C04.557.470.700.400	C056493	2	Carcinoma, Squamous Cell	Positive
7144	C04.557.470.700.400	D003474	1	Carcinoma, Squamous Cell	Positive
7145	C04.557.470.700.400	C042577	1	Carcinoma, Squamous Cell	Positive
7146	C04.557.470.700.400	C045651	1	Carcinoma, Squamous Cell	Positive
7147	C04.557.470.700.400	C037032	1	Carcinoma, Squamous Cell	Positive
7149	C04.557.470.700.400	D011794	1	Carcinoma, Squamous Cell	Positive
7150	C04.557.470.700.400	C018381	1	Carcinoma, Squamous Cell	Positive
7753	C04.557.470.700.400.130	C056493	1	Bowen's Disease	Positive
6712	C04.557.470.700.600	C113861	1	Papilloma	Positive
6713	C04.557.470.700.600	D009828	1	Papilloma	Positive
6714	C04.557.470.700.600	C005466	1	Papilloma	Positive
2507	C04.557.580	D047310	2	Neoplasms, Nerve Tissue	Positive
2516	C04.557.580	D003474	2	Neoplasms, Nerve Tissue	Positive
2517	C04.557.580	C042577	2	Neoplasms, Nerve Tissue	Positive
2525	C04.557.580	D008353	2	Neoplasms, Nerve Tissue	Positive
2529	C04.557.580	D011794	2	Neoplasms, Nerve Tissue	Positive
2506	C04.557.580	C032171	1	Neoplasms, Nerve Tissue	Positive
2508	C04.557.580	C006680	1	Neoplasms, Nerve Tissue	Positive
2509	C04.557.580	D019207	1	Neoplasms, Nerve Tissue	Positive
2510	C04.557.580	C002070	1	Neoplasms, Nerve Tissue	Positive
2511	C04.557.580	C004541	1	Neoplasms, Nerve Tissue	Positive
2512	C04.557.580	C040048	1	Neoplasms, Nerve Tissue	Positive
2513	C04.557.580	D002726	1	Neoplasms, Nerve Tissue	Positive
2514	C04.557.580	C029010	1	Neoplasms, Nerve Tissue	Positive
2515	C04.557.580	C012843	1	Neoplasms, Nerve Tissue	Positive
2518	C04.557.580	C045651	1	Neoplasms, Nerve Tissue	Positive
2519	C04.557.580	D005054	1	Neoplasms, Nerve Tissue	Positive
2520	C04.557.580	C004999	1	Neoplasms, Nerve Tissue	Positive
2521	C04.557.580	D005707	1	Neoplasms, Nerve Tissue	Positive
2522	C04.557.580	D019833	1	Neoplasms, Nerve Tissue	Positive
2523	C04.557.580	C051414	1	Neoplasms, Nerve Tissue	Positive
2524	C04.557.580	C056493	1	Neoplasms, Nerve Tissue	Positive
2526	C04.557.580	D008715	1	Neoplasms, Nerve Tissue	Positive
2527	C04.557.580	C040015	1	Neoplasms, Nerve Tissue	Positive
2528	C04.557.580	D009665	1	Neoplasms, Nerve Tissue	Positive
2530	C04.557.580	D012431	1	Neoplasms, Nerve Tissue	Positive
7824	C04.557.580.520	D008353	1	Meningioma	Positive
2532	C04.557.580.625	D047310	2	Neuroectodermal Tumors	Positive
2541	C04.557.580.625	D003474	2	Neuroectodermal Tumors	Positive
2542	C04.557.580.625	C042577	2	Neuroectodermal Tumors	Positive
2554	C04.557.580.625	D011794	2	Neuroectodermal Tumors	Positive
2531	C04.557.580.625	C032171	1	Neuroectodermal Tumors	Positive
2533	C04.557.580.625	C006680	1	Neuroectodermal Tumors	Positive
2534	C04.557.580.625	D019207	1	Neuroectodermal Tumors	Positive
2535	C04.557.580.625	C002070	1	Neuroectodermal Tumors	Positive
2536	C04.557.580.625	C004541	1	Neuroectodermal Tumors	Positive
2537	C04.557.580.625	C040048	1	Neuroectodermal Tumors	Positive
2538	C04.557.580.625	D002726	1	Neuroectodermal Tumors	Positive
2539	C04.557.580.625	C029010	1	Neuroectodermal Tumors	Positive
2540	C04.557.580.625	C012843	1	Neuroectodermal Tumors	Positive
2543	C04.557.580.625	C045651	1	Neuroectodermal Tumors	Positive
2544	C04.557.580.625	D005054	1	Neuroectodermal Tumors	Positive
2545	C04.557.580.625	C004999	1	Neuroectodermal Tumors	Positive
2546	C04.557.580.625	D005707	1	Neuroectodermal Tumors	Positive
2547	C04.557.580.625	D019833	1	Neuroectodermal Tumors	Positive
2548	C04.557.580.625	C051414	1	Neuroectodermal Tumors	Positive
